age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,cons.price.idx,cons.conf.idx,euribor3m,y
41,management,married,university.degree,unknown,yes,no,cellular,aug,thu,1,0,0,nonexistent,93.444,-36.1,4.962,0
33,admin.,single,university.degree,no,yes,no,telephone,aug,thu,2,0,0,nonexistent,93.444,-36.1,4.962,0
31,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,3,0,0,nonexistent,93.444,-36.1,4.962,0
32,admin.,single,university.degree,no,yes,no,cellular,aug,thu,9,0,0,nonexistent,93.444,-36.1,4.962,0
35,technician,single,university.degree,no,no,no,cellular,aug,thu,17,0,0,nonexistent,93.444,-36.1,4.962,0
59,retired,married,university.degree,no,yes,no,cellular,aug,thu,4,0,0,nonexistent,93.444,-36.1,4.962,0
36,admin.,married,university.degree,no,yes,no,cellular,aug,thu,8,0,0,nonexistent,93.444,-36.1,4.962,0
30,admin.,divorced,university.degree,no,no,no,cellular,aug,thu,7,0,0,nonexistent,93.444,-36.1,4.962,0
44,blue-collar,married,unknown,unknown,yes,no,cellular,aug,thu,2,0,0,nonexistent,93.444,-36.1,4.962,0
49,services,divorced,high.school,no,yes,no,cellular,aug,thu,17,0,0,nonexistent,93.444,-36.1,4.962,0
36,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,10,0,0,nonexistent,93.444,-36.1,4.962,0
53,technician,divorced,professional.course,no,no,yes,cellular,aug,thu,8,0,0,nonexistent,93.444,-36.1,4.962,0
44,technician,married,university.degree,no,no,no,cellular,aug,thu,2,0,0,nonexistent,93.444,-36.1,4.962,0
59,admin.,married,high.school,unknown,yes,no,cellular,aug,thu,2,0,0,nonexistent,93.444,-36.1,4.962,0
44,admin.,married,university.degree,no,yes,no,cellular,aug,thu,4,0,0,nonexistent,93.444,-36.1,4.962,0
34,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,5,0,0,nonexistent,93.444,-36.1,4.962,0
31,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,7,0,0,nonexistent,93.444,-36.1,4.962,0
48,blue-collar,married,basic,no,yes,no,cellular,aug,thu,3,0,0,nonexistent,93.444,-36.1,4.962,0
30,admin.,married,university.degree,no,yes,no,cellular,aug,thu,23,0,0,nonexistent,93.444,-36.1,4.962,0
35,management,married,university.degree,no,no,no,cellular,aug,thu,18,0,0,nonexistent,93.444,-36.1,4.962,0
45,admin.,married,high.school,no,no,no,cellular,aug,thu,5,0,0,nonexistent,93.444,-36.1,4.962,0
40,technician,married,professional.course,no,yes,no,cellular,aug,thu,8,0,0,nonexistent,93.444,-36.1,4.962,0
33,unemployed,single,university.degree,no,no,no,cellular,aug,thu,2,0,0,nonexistent,93.444,-36.1,4.962,0
51,blue-collar,married,professional.course,no,no,yes,cellular,aug,thu,5,0,0,nonexistent,93.444,-36.1,4.962,0
50,admin.,married,basic,no,yes,no,cellular,aug,thu,5,0,0,nonexistent,93.444,-36.1,4.962,0
55,blue-collar,married,basic,no,yes,yes,cellular,aug,thu,4,0,0,nonexistent,93.444,-36.1,4.962,0
41,technician,married,high.school,no,no,no,cellular,aug,thu,4,0,0,nonexistent,93.444,-36.1,4.962,0
53,self-employed,married,university.degree,no,yes,yes,telephone,aug,thu,2,0,0,nonexistent,93.444,-36.1,4.962,0
34,technician,married,professional.course,no,yes,no,telephone,aug,thu,2,0,0,nonexistent,93.444,-36.1,4.962,0
32,admin.,single,university.degree,no,yes,no,cellular,aug,thu,6,0,0,nonexistent,93.444,-36.1,4.962,0
50,admin.,married,basic,no,no,no,cellular,aug,thu,14,0,0,nonexistent,93.444,-36.1,4.962,0
39,technician,single,professional.course,unknown,no,no,cellular,aug,thu,4,0,0,nonexistent,93.444,-36.1,4.962,0
31,admin.,divorced,high.school,no,no,no,cellular,aug,thu,10,0,0,nonexistent,93.444,-36.1,4.962,0
35,technician,single,university.degree,no,yes,yes,telephone,aug,thu,4,0,0,nonexistent,93.444,-36.1,4.962,0
39,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,8,0,0,nonexistent,93.444,-36.1,4.962,0
32,management,single,university.degree,no,no,no,cellular,aug,thu,1,0,0,nonexistent,93.444,-36.1,4.962,0
32,management,single,university.degree,no,yes,no,cellular,aug,thu,1,0,0,nonexistent,93.444,-36.1,4.962,0
34,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,14,0,0,nonexistent,93.444,-36.1,4.962,0
31,admin.,single,university.degree,no,yes,no,cellular,aug,thu,11,0,0,nonexistent,93.444,-36.1,4.962,0
31,admin.,married,university.degree,no,no,no,cellular,aug,thu,5,0,0,nonexistent,93.444,-36.1,4.962,0
60,retired,married,high.school,no,no,no,cellular,aug,thu,10,0,0,nonexistent,93.444,-36.1,4.962,0
43,admin.,single,university.degree,no,yes,no,cellular,aug,thu,5,0,0,nonexistent,93.444,-36.1,4.962,0
45,services,married,professional.course,no,no,no,telephone,aug,thu,18,0,0,nonexistent,93.444,-36.1,4.962,0
32,admin.,married,university.degree,no,no,no,cellular,aug,thu,6,0,0,nonexistent,93.444,-36.1,4.962,0
45,services,married,professional.course,no,yes,yes,cellular,aug,thu,9,0,0,nonexistent,93.444,-36.1,4.962,0
49,services,married,basic,no,yes,no,cellular,aug,thu,2,0,0,nonexistent,93.444,-36.1,4.962,0
49,housemaid,married,basic,unknown,yes,no,cellular,aug,thu,5,0,0,nonexistent,93.444,-36.1,4.962,0
51,admin.,divorced,university.degree,unknown,yes,no,cellular,aug,thu,7,0,0,nonexistent,93.444,-36.1,4.962,0
45,services,married,professional.course,no,yes,no,cellular,aug,thu,4,0,0,nonexistent,93.444,-36.1,4.962,0
30,admin.,single,university.degree,no,yes,no,cellular,aug,thu,11,0,0,nonexistent,93.444,-36.1,4.962,1
53,self-employed,married,university.degree,no,yes,no,telephone,aug,thu,3,0,0,nonexistent,93.444,-36.1,4.962,0
32,technician,married,university.degree,no,no,no,cellular,aug,thu,11,0,0,nonexistent,93.444,-36.1,4.962,0
43,admin.,married,university.degree,no,yes,no,cellular,aug,thu,13,0,0,nonexistent,93.444,-36.1,4.962,0
38,technician,divorced,professional.course,no,no,no,cellular,aug,thu,8,0,0,nonexistent,93.444,-36.1,4.962,0
32,management,single,university.degree,no,yes,no,cellular,aug,thu,1,0,0,nonexistent,93.444,-36.1,4.962,0
35,technician,married,high.school,no,yes,yes,cellular,aug,thu,1,0,0,nonexistent,93.444,-36.1,4.962,0
45,admin.,married,university.degree,no,no,no,telephone,aug,thu,3,0,0,nonexistent,93.444,-36.1,4.962,0
43,admin.,married,university.degree,no,yes,no,cellular,aug,thu,10,0,0,nonexistent,93.444,-36.1,4.962,0
40,technician,divorced,professional.course,no,yes,no,cellular,aug,thu,1,0,0,nonexistent,93.444,-36.1,4.962,0
35,technician,married,high.school,no,no,no,cellular,aug,thu,1,0,0,nonexistent,93.444,-36.1,4.962,0
33,unemployed,single,university.degree,no,yes,yes,cellular,aug,thu,1,0,0,nonexistent,93.444,-36.1,4.962,0
33,unemployed,single,university.degree,no,yes,no,cellular,aug,thu,2,0,0,nonexistent,93.444,-36.1,4.962,0
37,technician,single,professional.course,no,no,no,cellular,aug,thu,13,0,0,nonexistent,93.444,-36.1,4.962,0
29,admin.,single,university.degree,no,no,no,cellular,aug,thu,9,0,0,nonexistent,93.444,-36.1,4.962,0
36,admin.,single,university.degree,no,yes,no,cellular,aug,thu,1,0,0,nonexistent,93.444,-36.1,4.962,0
31,technician,married,professional.course,no,yes,no,cellular,aug,thu,1,0,0,nonexistent,93.444,-36.1,4.962,0
58,admin.,divorced,university.degree,no,yes,no,telephone,aug,thu,6,0,0,nonexistent,93.444,-36.1,4.962,0
50,management,married,university.degree,no,no,no,cellular,aug,fri,6,0,0,nonexistent,93.444,-36.1,4.963,0
41,management,married,university.degree,no,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
34,technician,divorced,professional.course,no,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
36,admin.,single,university.degree,no,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
51,admin.,divorced,university.degree,unknown,no,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
55,admin.,married,basic,unknown,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
34,technician,married,university.degree,no,yes,yes,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
51,blue-collar,married,basic,unknown,no,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
45,admin.,married,high.school,no,yes,no,cellular,aug,fri,8,0,0,nonexistent,93.444,-36.1,4.963,0
53,entrepreneur,married,basic,unknown,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
37,technician,married,professional.course,no,yes,no,cellular,aug,fri,7,0,0,nonexistent,93.444,-36.1,4.963,0
41,admin.,married,university.degree,no,yes,no,cellular,aug,fri,13,0,0,nonexistent,93.444,-36.1,4.963,0
53,self-employed,married,university.degree,no,no,no,cellular,aug,fri,3,0,0,nonexistent,93.444,-36.1,4.963,0
43,admin.,married,university.degree,no,no,yes,cellular,aug,fri,9,0,0,nonexistent,93.444,-36.1,4.963,0
31,technician,divorced,university.degree,no,yes,no,cellular,aug,fri,3,0,0,nonexistent,93.444,-36.1,4.963,0
35,technician,single,university.degree,no,yes,no,cellular,aug,fri,7,0,0,nonexistent,93.444,-36.1,4.963,0
40,self-employed,married,university.degree,no,no,no,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
48,blue-collar,married,basic,no,no,no,cellular,aug,fri,4,0,0,nonexistent,93.444,-36.1,4.963,0
33,technician,single,university.degree,no,no,no,telephone,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
31,technician,single,professional.course,no,no,no,cellular,aug,fri,16,0,0,nonexistent,93.444,-36.1,4.963,0
29,admin.,single,university.degree,no,no,no,cellular,aug,fri,7,0,0,nonexistent,93.444,-36.1,4.963,0
33,technician,single,university.degree,no,no,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
33,technician,single,university.degree,no,no,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
50,blue-collar,married,basic,unknown,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
38,management,divorced,university.degree,no,no,no,telephone,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
38,technician,married,professional.course,no,yes,no,cellular,aug,fri,3,0,0,nonexistent,93.444,-36.1,4.963,0
29,admin.,single,university.degree,no,yes,no,cellular,aug,fri,4,0,0,nonexistent,93.444,-36.1,4.963,0
49,technician,married,high.school,unknown,no,no,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
37,technician,single,professional.course,no,yes,no,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
31,self-employed,married,university.degree,no,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
38,admin.,married,university.degree,no,yes,yes,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
35,technician,married,high.school,no,unknown,unknown,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
33,admin.,married,university.degree,no,yes,no,cellular,aug,fri,10,0,0,nonexistent,93.444,-36.1,4.963,0
48,admin.,married,university.degree,unknown,yes,yes,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
40,technician,married,professional.course,no,no,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
45,services,married,professional.course,no,unknown,unknown,cellular,aug,fri,3,0,0,nonexistent,93.444,-36.1,4.963,0
30,admin.,married,university.degree,no,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
31,technician,single,university.degree,no,no,no,cellular,aug,fri,4,0,0,nonexistent,93.444,-36.1,4.963,0
45,technician,divorced,professional.course,no,yes,yes,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
29,technician,single,university.degree,no,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
29,technician,single,university.degree,no,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
48,services,married,basic,unknown,no,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
51,blue-collar,married,professional.course,no,no,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
40,admin.,divorced,professional.course,no,yes,yes,cellular,aug,fri,4,0,0,nonexistent,93.444,-36.1,4.963,0
34,technician,married,university.degree,no,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
48,services,married,basic,unknown,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
42,admin.,divorced,university.degree,no,yes,yes,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
42,admin.,divorced,university.degree,no,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
55,admin.,married,university.degree,unknown,no,yes,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
29,admin.,single,university.degree,no,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
29,admin.,single,university.degree,no,yes,no,cellular,aug,fri,4,0,0,nonexistent,93.444,-36.1,4.963,0
37,technician,married,professional.course,no,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
36,admin.,single,university.degree,no,no,yes,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
34,technician,married,professional.course,no,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
34,technician,married,professional.course,no,no,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
45,admin.,married,high.school,no,no,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
54,management,married,university.degree,unknown,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
34,technician,married,professional.course,no,no,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
29,admin.,single,university.degree,no,no,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
59,retired,married,university.degree,no,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
51,services,married,high.school,no,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
38,technician,divorced,professional.course,no,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
45,technician,married,professional.course,no,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
42,admin.,married,university.degree,no,yes,no,telephone,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
43,admin.,single,university.degree,no,yes,no,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
52,blue-collar,married,basic,no,no,yes,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
39,technician,divorced,high.school,no,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
53,technician,married,professional.course,unknown,no,yes,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
52,admin.,married,high.school,no,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
32,technician,married,university.degree,no,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
51,management,married,university.degree,no,no,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
38,admin.,married,university.degree,no,no,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
49,services,divorced,high.school,no,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
42,admin.,married,university.degree,no,no,yes,cellular,aug,fri,7,0,0,nonexistent,93.444,-36.1,4.963,0
52,admin.,married,university.degree,no,no,no,cellular,aug,fri,5,0,0,nonexistent,93.444,-36.1,4.963,0
38,admin.,married,university.degree,no,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
33,admin.,married,university.degree,unknown,yes,yes,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
58,retired,married,high.school,no,yes,no,cellular,aug,fri,10,0,0,nonexistent,93.444,-36.1,4.963,0
33,admin.,married,university.degree,unknown,no,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
55,retired,married,basic,no,yes,no,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
38,admin.,married,university.degree,no,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
29,technician,single,professional.course,no,no,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
38,technician,divorced,professional.course,no,yes,no,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
33,admin.,married,university.degree,unknown,yes,yes,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
33,admin.,married,university.degree,unknown,no,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
33,admin.,married,university.degree,unknown,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
32,technician,married,university.degree,no,no,no,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
59,admin.,married,high.school,no,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
29,admin.,married,university.degree,no,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
35,admin.,married,university.degree,no,no,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
30,admin.,single,university.degree,no,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
42,admin.,married,university.degree,no,no,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
42,admin.,married,university.degree,no,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
42,admin.,married,university.degree,no,unknown,unknown,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
32,admin.,divorced,university.degree,no,unknown,unknown,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
32,admin.,divorced,university.degree,no,no,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
44,admin.,married,professional.course,no,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
51,admin.,divorced,university.degree,unknown,no,no,cellular,aug,fri,6,0,0,nonexistent,93.444,-36.1,4.963,0
32,admin.,single,university.degree,no,yes,no,telephone,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
33,technician,single,professional.course,no,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
32,admin.,single,university.degree,no,unknown,unknown,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
31,technician,divorced,university.degree,no,no,yes,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
46,technician,married,unknown,no,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
34,admin.,married,high.school,unknown,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
34,admin.,married,high.school,unknown,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
43,technician,married,high.school,no,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
45,admin.,married,high.school,no,yes,no,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
32,admin.,single,university.degree,unknown,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
41,technician,married,professional.course,no,yes,yes,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
54,services,married,high.school,no,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
41,technician,married,professional.course,no,yes,no,cellular,aug,fri,9,0,0,nonexistent,93.444,-36.1,4.963,0
41,technician,married,high.school,no,no,yes,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
42,admin.,divorced,university.degree,no,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
41,housemaid,married,basic,no,yes,no,telephone,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
45,management,married,university.degree,no,yes,yes,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
37,admin.,married,university.degree,no,no,no,telephone,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
44,admin.,married,high.school,unknown,no,no,cellular,aug,fri,8,0,0,nonexistent,93.444,-36.1,4.963,0
49,services,married,unknown,no,no,no,telephone,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
32,technician,single,high.school,no,yes,no,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
29,admin.,single,university.degree,no,yes,no,telephone,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
39,technician,married,university.degree,unknown,no,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
29,admin.,single,university.degree,no,no,no,cellular,aug,fri,3,0,0,nonexistent,93.444,-36.1,4.963,0
50,management,married,university.degree,no,no,no,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
45,blue-collar,married,basic,no,yes,no,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
39,technician,married,university.degree,unknown,yes,no,cellular,aug,fri,4,0,0,nonexistent,93.444,-36.1,4.963,0
31,technician,single,professional.course,no,yes,no,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
32,admin.,married,university.degree,no,no,no,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
54,services,married,high.school,no,yes,no,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
38,technician,single,university.degree,unknown,yes,no,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
33,admin.,single,university.degree,no,no,no,cellular,aug,fri,3,0,0,nonexistent,93.444,-36.1,4.963,0
32,entrepreneur,married,university.degree,no,yes,no,cellular,aug,fri,9,0,0,nonexistent,93.444,-36.1,4.963,0
33,technician,single,professional.course,no,yes,no,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
50,admin.,married,basic,no,unknown,unknown,cellular,aug,fri,9,0,0,nonexistent,93.444,-36.1,4.963,0
38,technician,divorced,professional.course,no,yes,no,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
35,admin.,married,university.degree,no,yes,no,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
31,admin.,single,university.degree,no,yes,no,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
34,admin.,married,university.degree,no,yes,no,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
41,management,married,university.degree,no,no,no,cellular,aug,fri,7,0,0,nonexistent,93.444,-36.1,4.963,0
41,technician,married,high.school,no,no,no,cellular,aug,fri,10,0,0,nonexistent,93.444,-36.1,4.963,0
33,unemployed,married,university.degree,no,yes,no,cellular,aug,fri,8,0,0,nonexistent,93.444,-36.1,4.963,0
45,technician,divorced,professional.course,unknown,yes,no,cellular,aug,fri,10,0,0,nonexistent,93.444,-36.1,4.963,0
33,technician,married,professional.course,no,yes,no,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
32,admin.,single,university.degree,no,yes,yes,cellular,aug,fri,7,0,0,nonexistent,93.444,-36.1,4.963,0
44,technician,single,professional.course,no,yes,no,cellular,aug,fri,3,0,0,nonexistent,93.444,-36.1,4.963,0
43,technician,married,high.school,no,yes,no,telephone,aug,fri,3,0,0,nonexistent,93.444,-36.1,4.963,0
33,unemployed,married,university.degree,no,yes,no,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
30,admin.,divorced,university.degree,no,yes,no,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
53,self-employed,married,university.degree,no,yes,no,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
38,admin.,married,university.degree,no,no,no,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
33,admin.,single,university.degree,no,no,no,cellular,aug,fri,14,0,0,nonexistent,93.444,-36.1,4.963,0
30,admin.,divorced,university.degree,no,yes,no,cellular,aug,fri,9,0,0,nonexistent,93.444,-36.1,4.963,0
53,self-employed,married,university.degree,no,yes,no,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
55,blue-collar,married,basic,no,no,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
53,self-employed,married,university.degree,no,no,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
40,self-employed,married,university.degree,no,no,no,cellular,aug,fri,3,0,0,nonexistent,93.444,-36.1,4.963,0
40,admin.,divorced,professional.course,no,yes,no,telephone,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
29,technician,single,university.degree,no,no,no,telephone,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
60,admin.,married,basic,no,no,no,cellular,aug,fri,11,0,0,nonexistent,93.444,-36.1,4.963,0
50,admin.,single,university.degree,unknown,no,yes,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
49,blue-collar,married,basic,unknown,yes,no,cellular,aug,fri,3,0,0,nonexistent,93.444,-36.1,4.963,0
31,admin.,married,university.degree,no,yes,yes,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
59,retired,married,basic,no,yes,no,telephone,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
39,technician,married,university.degree,unknown,unknown,unknown,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
59,retired,married,basic,no,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
33,technician,married,professional.course,no,yes,no,telephone,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
58,admin.,married,university.degree,no,yes,no,cellular,aug,fri,5,0,0,nonexistent,93.444,-36.1,4.963,0
30,technician,single,high.school,no,yes,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
38,admin.,married,university.degree,no,no,no,cellular,aug,fri,9,0,0,nonexistent,93.444,-36.1,4.963,0
35,technician,married,high.school,no,yes,no,telephone,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
32,management,single,university.degree,no,no,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
33,unemployed,single,university.degree,no,yes,no,telephone,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
35,technician,divorced,professional.course,unknown,yes,yes,cellular,aug,fri,3,0,0,nonexistent,93.444,-36.1,4.963,0
48,services,married,high.school,unknown,no,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
32,admin.,married,university.degree,no,yes,no,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
35,technician,married,high.school,no,no,no,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
35,technician,married,high.school,no,unknown,unknown,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
29,admin.,single,university.degree,no,yes,yes,cellular,aug,fri,1,0,0,nonexistent,93.444,-36.1,4.963,0
47,admin.,married,university.degree,no,no,no,cellular,aug,fri,2,0,0,nonexistent,93.444,-36.1,4.963,0
